id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi_Ciliated|epi_Ciliated	epi_Ciliated|epi_Pre-ciliated	epi_Ciliated|epi_SOX9_LGR5	epi_Ciliated|epi_SOX9_prolif	epi_Ciliated|epi_SOX9	epi_Ciliated|Fibroblast eS	epi_Ciliated|Lymphoid	epi_Ciliated|Myeloid	epi_Ciliated|Fibroblast C7	epi_Pre-ciliated|epi_Ciliated	epi_Pre-ciliated|epi_Pre-ciliated	epi_Pre-ciliated|epi_SOX9_LGR5	epi_Pre-ciliated|epi_SOX9_prolif	epi_Pre-ciliated|epi_SOX9	epi_Pre-ciliated|Fibroblast eS	epi_Pre-ciliated|Lymphoid	epi_Pre-ciliated|Myeloid	epi_Pre-ciliated|Fibroblast C7	epi_SOX9_LGR5|epi_Ciliated	epi_SOX9_LGR5|epi_Pre-ciliated	epi_SOX9_LGR5|epi_SOX9_LGR5	epi_SOX9_LGR5|epi_SOX9_prolif	epi_SOX9_LGR5|epi_SOX9	epi_SOX9_LGR5|Fibroblast eS	epi_SOX9_LGR5|Lymphoid	epi_SOX9_LGR5|Myeloid	epi_SOX9_LGR5|Fibroblast C7	epi_SOX9_prolif|epi_Ciliated	epi_SOX9_prolif|epi_Pre-ciliated	epi_SOX9_prolif|epi_SOX9_LGR5	epi_SOX9_prolif|epi_SOX9_prolif	epi_SOX9_prolif|epi_SOX9	epi_SOX9_prolif|Fibroblast eS	epi_SOX9_prolif|Lymphoid	epi_SOX9_prolif|Myeloid	epi_SOX9_prolif|Fibroblast C7	epi_SOX9|epi_Ciliated	epi_SOX9|epi_Pre-ciliated	epi_SOX9|epi_SOX9_LGR5	epi_SOX9|epi_SOX9_prolif	epi_SOX9|epi_SOX9	epi_SOX9|Fibroblast eS	epi_SOX9|Lymphoid	epi_SOX9|Myeloid	epi_SOX9|Fibroblast C7	Fibroblast eS|epi_Ciliated	Fibroblast eS|epi_Pre-ciliated	Fibroblast eS|epi_SOX9_LGR5	Fibroblast eS|epi_SOX9_prolif	Fibroblast eS|epi_SOX9	Fibroblast eS|Fibroblast eS	Fibroblast eS|Lymphoid	Fibroblast eS|Myeloid	Fibroblast eS|Fibroblast C7	Lymphoid|epi_Ciliated	Lymphoid|epi_Pre-ciliated	Lymphoid|epi_SOX9_LGR5	Lymphoid|epi_SOX9_prolif	Lymphoid|epi_SOX9	Lymphoid|Fibroblast eS	Lymphoid|Lymphoid	Lymphoid|Myeloid	Lymphoid|Fibroblast C7	Myeloid|epi_Ciliated	Myeloid|epi_Pre-ciliated	Myeloid|epi_SOX9_LGR5	Myeloid|epi_SOX9_prolif	Myeloid|epi_SOX9	Myeloid|Fibroblast eS	Myeloid|Lymphoid	Myeloid|Myeloid	Myeloid|Fibroblast C7	Fibroblast C7|epi_Ciliated	Fibroblast C7|epi_Pre-ciliated	Fibroblast C7|epi_SOX9_LGR5	Fibroblast C7|epi_SOX9_prolif	Fibroblast C7|epi_SOX9	Fibroblast C7|Fibroblast eS	Fibroblast C7|Lymphoid	Fibroblast C7|Myeloid	Fibroblast C7|Fibroblast C7	epi_Ciliated|epi_Lumenal 1	epi_Ciliated|epi_Lumenal 2	epi_Ciliated|epi_Glandular	epi_Ciliated|epi_Glandular_secretory	epi_Ciliated|Fibroblast dS	epi_Lumenal 1|epi_Ciliated	epi_Lumenal 1|epi_Lumenal 1	epi_Lumenal 1|epi_Lumenal 2	epi_Lumenal 1|epi_Glandular	epi_Lumenal 1|epi_Glandular_secretory	epi_Lumenal 1|Fibroblast dS	epi_Lumenal 1|Lymphoid	epi_Lumenal 1|epi_SOX9	epi_Lumenal 1|Fibroblast C7	epi_Lumenal 1|Myeloid	epi_Lumenal 2|epi_Ciliated	epi_Lumenal 2|epi_Lumenal 1	epi_Lumenal 2|epi_Lumenal 2	epi_Lumenal 2|epi_Glandular	epi_Lumenal 2|epi_Glandular_secretory	epi_Lumenal 2|Fibroblast dS	epi_Lumenal 2|Lymphoid	epi_Lumenal 2|epi_SOX9	epi_Lumenal 2|Fibroblast C7	epi_Lumenal 2|Myeloid	epi_Glandular|epi_Ciliated	epi_Glandular|epi_Lumenal 1	epi_Glandular|epi_Lumenal 2	epi_Glandular|epi_Glandular	epi_Glandular|epi_Glandular_secretory	epi_Glandular|Fibroblast dS	epi_Glandular|Lymphoid	epi_Glandular|epi_SOX9	epi_Glandular|Fibroblast C7	epi_Glandular|Myeloid	epi_Glandular_secretory|epi_Ciliated	epi_Glandular_secretory|epi_Lumenal 1	epi_Glandular_secretory|epi_Lumenal 2	epi_Glandular_secretory|epi_Glandular	epi_Glandular_secretory|epi_Glandular_secretory	epi_Glandular_secretory|Fibroblast dS	epi_Glandular_secretory|Lymphoid	epi_Glandular_secretory|epi_SOX9	epi_Glandular_secretory|Fibroblast C7	epi_Glandular_secretory|Myeloid	Fibroblast dS|epi_Ciliated	Fibroblast dS|epi_Lumenal 1	Fibroblast dS|epi_Lumenal 2	Fibroblast dS|epi_Glandular	Fibroblast dS|epi_Glandular_secretory	Fibroblast dS|Fibroblast dS	Fibroblast dS|Lymphoid	Fibroblast dS|epi_SOX9	Fibroblast dS|Fibroblast C7	Fibroblast dS|Myeloid	Lymphoid|epi_Lumenal 1	Lymphoid|epi_Lumenal 2	Lymphoid|epi_Glandular	Lymphoid|epi_Glandular_secretory	Lymphoid|Fibroblast dS	epi_SOX9|epi_Lumenal 1	epi_SOX9|epi_Lumenal 2	epi_SOX9|epi_Glandular	epi_SOX9|epi_Glandular_secretory	epi_SOX9|Fibroblast dS	Fibroblast C7|epi_Lumenal 1	Fibroblast C7|epi_Lumenal 2	Fibroblast C7|epi_Glandular	Fibroblast C7|epi_Glandular_secretory	Fibroblast C7|Fibroblast dS	Myeloid|epi_Lumenal 1	Myeloid|epi_Lumenal 2	Myeloid|epi_Glandular	Myeloid|epi_Glandular_secretory	Myeloid|Fibroblast dS
CPI-SC02CB6F5A5	L1CAM_integrin_a5b1_complex	simple:P32004	complex:integrin_a5b1_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.538																																																																																																																																																												
CPI-SC056FC1F11	MADCAM1_integrin_a4b7_complex	simple:Q13477	complex:integrin_a4b7_complex	MADCAM1		False	False	False	curated	True	Adhesion-Adhesion		1.538																																																																																																																																																												
CPI-SC06C0A2080	VCAM1_integrin_a4b7_complex	simple:P19320	complex:integrin_a4b7_complex	VCAM1		False	False	False	curated	True	Ligand-Receptor	Adhesion by VCAM	1.538																																																																																																																																																												
CPI-SC0B2557C9D	VCAM1_integrin_a4b1_complex	simple:P19320	complex:integrin_a4b1_complex	VCAM1		False	False	False	curated	True	Ligand-Receptor	Adhesion by VCAM	1.538																																																																																																																																																												
CPI-SC0FA241084	CSPG4_integrin_a3b1_complex	simple:Q6UVK1	complex:integrin_a3b1_complex	CSPG4		False	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC0542462B9	FCER2_integrin_aXb2_complex	simple:P06734	complex:integrin_aXb2_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.538																																																																																																																																																												
CPI-SC0329DFA42	GP1BA_integrin_aMb2_complex	simple:P07359	complex:integrin_aMb2_complex	GP1BA		False	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC00D92ECAF	FCER2_integrin_aMb2_complex	simple:P06734	complex:integrin_aMb2_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.538																																																																																																																																																												
CPI-SC07763D025	LAMC1_integrin_aVb3_complex	simple:P11047	complex:integrin_aVb3_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.538																																																																																																																																																												
CPI-SC03E67206C	SPP1_integrin_aVb3_complex	simple:P10451	complex:integrin_aVb3_complex	SPP1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Osteopontin	1.538																																																																																																																																																												
CPI-SC021D4420C	TNC_integrin_aVb3_complex	simple:P24821	complex:integrin_aVb3_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	1.538																																																																																																																																																												
CPI-SC02EA03F82	THBS1_integrin_aVb3_complex	simple:P07996	complex:integrin_aVb3_complex	THBS1		False	False	False	curated	True	Ligand-Receptor	Adhesion by Thrombospondin	1.538																																																																																																																																																												
CPI-SS00F979E99	ICAM3_CLEC4M	simple:P32942	simple:Q9H2X3	ICAM3	CLEC4M	True	False	True	curated	False	Ligand-Receptor	Adhesion by ICAM	1.538																																																																																																																																																												
CPI-SC0943ECD6E	ICAM2_integrin_aLb2_complex	simple:P13598	complex:integrin_aLb2_complex	ICAM2		False	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.538																																																																																																																																																												
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.538																																																																																																																																																												
CPI-SS0E7883ADC	GJC1_GJA5	simple:P36383	simple:P36382	GJC1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.538																																																																																																																																																												
CPI-SS0ACFA4F22	GJA5_GJA5	simple:P36382	simple:P36382	GJA5	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.538																																																																																																																																																												
CPI-SS024F36886	GJA1_GJA5	simple:P17302	simple:P36382	GJA1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.538																																																																																																																																																												
CPI-SC042AD06C6	OMD_integrin_aVb3_complex	simple:Q99983	complex:integrin_aVb3_complex	OMD		True	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC003C7B6F1	PLG_integrin_a2Bb3_complex	simple:P00747	complex:integrin_a2Bb3_complex	PLG		True	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC0A6D5D2B1	MMP2_integrin_aVb3_complex	simple:P08253	complex:integrin_aVb3_complex	MMP2		True	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC0F0AC498A	THY1_integrin_aVb3_complex	simple:P04216	complex:integrin_aVb3_complex	THY1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by antigen THY1	1.538																																																																																																																																																												
CPI-SC0C4FD0754	PLAUR_integrin_aVb3_complex	simple:Q03405	complex:integrin_aVb3_complex	PLAUR		True	True	False	curated	True	Receptor-Receptor	Signaling by Plasminogen Activator	1.538																																																																																																																																																												
CPI-SC0D3D23FAA	IGF1_integrin_aVb3_complex	simple:P05019	complex:integrin_aVb3_complex	IGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Insulin-like growth factor	1.538																																																																																																																																																												
CPI-SC0F72E9E4E	FGF2_integrin_aVb3_complex	simple:P09038	complex:integrin_aVb3_complex	FGF2		True	False	False	curated	True	Ligand-Receptor	Signaling by Fibroblast growth factor	1.538																																																																																																																																																												
CPI-SC0FB36427B	FGF1_integrin_aVb3_complex	simple:P05230	complex:integrin_aVb3_complex	FGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Fibroblast growth factor	1.538																																																																																																																																																												
CPI-SC0A5BCC92E	FCER2_integrin_aVb3_complex	simple:P06734	complex:integrin_aVb3_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.538																																																																																																																																																												
CPI-SC045FE8A01	VTN_integrin_aVb3_complex	simple:P04004	complex:integrin_aVb3_complex	VTN		True	False	False	curated	True	Ligand-Receptor	Adhesion by Vitronectin	1.538																																																																																																																																																												
CPI-SC060FE7871	VWF_integrin_aVb3_complex	simple:P04275	complex:integrin_aVb3_complex	VWF		True	False	False	curated	True	Ligand-Receptor	Signaling by von Willebrand factor	1.538																																																																																																																																																												
CPI-SC0E03C13D1	COL6A6_integrin_a10b1_complex	simple:A6NMZ7	complex:integrin_a10b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0AFB661A4	CD40LG_integrin_a2Bb3_complex	simple:P29965	complex:integrin_a2Bb3_complex	CD40LG		True	False	False	curated	True	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC0D085D655	THBS1_integrin_a2Bb3_complex	simple:P07996	complex:integrin_a2Bb3_complex	THBS1		False	False	False	curated	True	Ligand-Receptor	Adhesion by Thrombospondin	1.538																																																																																																																																																												
CPI-SC0FAC9844A	COL4A4_integrin_a11b1_complex	simple:P53420	complex:integrin_a11b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC08F17FB3E	COL4A3_integrin_a11b1_complex	simple:Q01955	complex:integrin_a11b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0A5E87289	COL2A1_integrin_a11b1_complex	simple:P02458	complex:integrin_a11b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC08885876E	COL26A1_integrin_a11b1_complex	simple:Q96A83	complex:integrin_a11b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0B09B811A	COL24A1_integrin_a11b1_complex	simple:Q17RW2	complex:integrin_a11b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC015ED6B05	COL22A1_integrin_a11b1_complex	simple:Q8NFW1	complex:integrin_a11b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC093DFA335	COL13A1_integrin_a11b1_complex	simple:Q5TAT6	complex:integrin_a11b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC06DCE672A	COL11A2_integrin_a11b1_complex	simple:P13942	complex:integrin_a11b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC06F3DDF90	COL11A1_integrin_a11b1_complex	simple:P12107	complex:integrin_a11b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0C91660AB	FN1_integrin_a10b1_complex	simple:P02751	complex:integrin_a10b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.538																																																																																																																																																												
CPI-SC0FD500AF3	COL9A3_integrin_a10b1_complex	simple:Q14050	complex:integrin_a10b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0A210DC1F	COL9A2_integrin_a10b1_complex	simple:Q14055	complex:integrin_a10b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC050CC3A3F	COL9A1_integrin_a10b1_complex	simple:P20849	complex:integrin_a10b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0FCB8DFBB	COL8A2_integrin_a10b1_complex	simple:P25067	complex:integrin_a10b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC068FFC547	COL8A1_integrin_a10b1_complex	simple:P27658	complex:integrin_a10b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC01539071B	COL4A6_integrin_a11b1_complex	simple:Q14031	complex:integrin_a11b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0EDDBD0FB	COL6A6_integrin_a11b1_complex	simple:A6NMZ7	complex:integrin_a11b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC04FF0CDA1	COL8A1_integrin_a11b1_complex	simple:P27658	complex:integrin_a11b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC0CC30CEC0	COL8A2_integrin_a11b1_complex	simple:P25067	complex:integrin_a11b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC088D2EEF4	L1CAM_integrin_a2Bb3_complex	simple:P32004	complex:integrin_a2Bb3_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.538																																																																																																																																																												
CPI-SC0149E8473	FN1_integrin_a2Bb3_complex	simple:P02751	complex:integrin_a2Bb3_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.538																																																																																																																																																												
CPI-SS0837C7966	NLGN4Y_NRXN3	simple:Q8NFZ3	simple:Q9HDB5	NLGN4Y	NRXN3	False	False	False	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS07FBAAD8D	NLGN3_NRXN3	simple:Q9NZ94	simple:Q9HDB5	NLGN3	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.538																																																																																																																																																												
CPI-SS0F97A06CD	LRRTM4_NRXN3	simple:Q86VH4	simple:Q9HDB5	LRRTM4	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.538																																																																																																																																																												
CPI-SS0EEFFA23C	LRRTM1_NRXN3	simple:Q86UE6	simple:Q9HDB5	LRRTM1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.538																																																																																																																																																												
CPI-SS09491FBF4	DAG1_CELSR3	simple:Q14118	simple:Q9NYQ7	DAG1	CELSR3	True	True	True	curated	False	Adhesion-Adhesion	Adhesion by Dystroglycan	1.538																																																																																																																																																												
CPI-SC0EA162039	VTN_integrin_a2Bb3_complex	simple:P04004	complex:integrin_a2Bb3_complex	VTN		True	False	False	curated	True	Ligand-Receptor	Adhesion by Vitronectin	1.538																																																																																																																																																												
CPI-SS0087B834D	PRNP_ADGRG6	simple:F7VJQ1	simple:Q86SQ4	PRNP	ADGRG6	False	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0BBF93C62	COL4A6_ADGRG6	simple:Q14031	simple:Q86SQ4	COL4A6	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS0924C61F1	COL4A5_ADGRG6	simple:P29400	simple:Q86SQ4	COL4A5	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS06D2944B5	COL4A4_ADGRG6	simple:P53420	simple:Q86SQ4	COL4A4	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS0AADAB219	COL4A3_ADGRG6	simple:Q01955	simple:Q86SQ4	COL4A3	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS01771D11B	COL4A2_ADGRG6	simple:P08572	simple:Q86SQ4	COL4A2	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS015BF69EE	COL4A1_ADGRG6	simple:P02462	simple:Q86SQ4	COL4A1	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SC086D7EC73	COL9A3_integrin_a11b1_complex	simple:Q14050	complex:integrin_a11b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.538																																																																																																																																																												
CPI-SS0335C4DDE	LAMA2_ADGRG6	simple:P24043	simple:Q86SQ4	LAMA2	ADGRG6	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0A748917D	UCN_CRHR1	simple:P55089	simple:P34998	UCN	CRHR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	1.538																																																																																																																																																												
CPI-SS058394CAD	UCN2_CRHR1	simple:Q96RP3	simple:P34998	UCN2	CRHR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	1.538																																																																																																																																																												
CPI-SS015162AFC	IL34_CSF1R	simple:Q6ZMJ4	simple:P07333	IL34	CSF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.538																																																																																																																																																												
CPI-CC0288FD89F	Activin_ligand_ab_ACVR_1B2A_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC057B323A5	Inhibin_ligand_B_ACVR_1B2B_receptor	complex:Inhibin_ligand_B	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC04553E312	Inhibin_ligand_A_ACVR_1B2B_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SC0FDDA8A63	INHA_ACVR_1B2B_receptor	simple:P05111	complex:ACVR_1B2B_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC0E6BCEC26	Activin_ligand_ab_ACVR_1B2B_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SC0CC98A4B4	MSTN_ACVR_1B2B_receptor	simple:O14793	complex:ACVR_1B2B_receptor	MSTN		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.538																																																																																																																																																												
CPI-SC01987CF29	GDF3_ACVR_1B2B_receptor	simple:Q9NR23	complex:ACVR_1B2B_receptor	GDF3		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.538																																																																																																																																																												
CPI-CC0EA1D60C5	Glycine_bySHMT2_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.538																																																																																																																																																												
CPI-CC054A40212	Glycine_bySHMT1_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.538																																																																																																																																																												
CPI-CS0EFE72F4B	Glutamate_byGLS2_and_SLC1A3_GRM7	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-CS0975DD44D	Glutamate_byGLS2_and_SLC1A2_GRM7	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-CS00061350E	Glutamate_byGLS2_and_SLC1A1_GRM7	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-CS00B734C46	Glutamate_byGLS2_and_SLC17A8_GRM7	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-CS09F74FD39	Glutamate_byGLS_and_SLC1A3_GRM7	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-CS007136501	Glutamate_byGLS_and_SLC1A2_GRM7	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-SC0B3D321CC	INHA_ACVR_1B2A_receptor	simple:P05111	complex:ACVR_1B2A_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC0FA8B4931	Inhibin_ligand_A_ACVR_1B2A_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC02D192370	Inhibin_ligand_B_ACVR_1B2A_receptor	complex:Inhibin_ligand_B	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	MSTN		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.538																																																																																																																																																												
CPI-SC0E760DE88	INHA_ACVR_1C2A_receptor	simple:P05111	complex:ACVR_1C2A_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-CC0021FE823	Activin_ligand_ab_ACVR_1C2A_receptor	complex:Activin_ligand_ab	complex:ACVR_1C2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	HLA-G	LILRB2	False	True	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	HLA-E	KLRK1	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SC04E52CC72	HLA-E_CD94:NKG2E	simple:P13747	complex:CD94:NKG2E	HLA-E		False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-CS093EF3F47	Glutamate_byGLS_and_SLC1A1_GRM7	complex:Glutamate_byGLS_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.538																																																																																																																																																												
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	Ligand-Receptor	Signaling by HLA	1.538																																																																																																																																																												
