gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Endothelial ACKR1	Endothelial SEMA3G	Fibroblast C7	Fibroblast dS	Fibroblast eS	Lymphoid	Myeloid	PV MYH11	PV STEAP4	epi_Ciliated	epi_Ciliated LRG5	epi_Glandular	epi_Glandular_secretory	epi_Lumenal 1	epi_Lumenal 2	epi_Pre-ciliated	epi_SOX9	epi_SOX9_LGR5	epi_SOX9_prolif	uSMC
CCR5	P51681	False	CCR5_HUMAN		CPI-SS09C16258E	CCR5	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C30EC0DE	CCR5	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0BDA6DD92	GPR75	0.01	0.0	0.0	0.0	0.01	0.02	0.01	0.0	0.02	0.0	0.01	0.08	0.03	0.03	0.01	0.02	0.06	0.02	0.03	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS00270ECE6	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS093B46106	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	CXCR2	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS0388C9C86	CX3CR1	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	CXCR3	0.0	0.0	0.0	0.0	0.01	0.25	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	CXCR3	0.0	0.0	0.0	0.0	0.01	0.25	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09A1EB4B3	CXCR3	0.0	0.0	0.0	0.0	0.01	0.25	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	ACKR3	0.1	0.23	0.04	0.17	0.08	0.04	0.03	0.04	0.11	0.06	0.3	0.08	0.11	0.4	0.38	0.102	0.08	0.3	0.23	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	CXCR4	0.03	0.15	0.01	0.08	0.07	0.42	0.6	0.0	0.05	0.15	0.47	0.42	0.68	0.51	0.35	0.51	0.3	0.33	0.54	0.02
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0669CC233	CXCR4	0.03	0.15	0.01	0.08	0.07	0.42	0.6	0.0	0.05	0.15	0.47	0.42	0.68	0.51	0.35	0.51	0.3	0.33	0.54	0.02
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	CXCR5	0.0	0.0	0.0	0.0	0.0	0.03	0.01	0.0	0.0	0.0	0.0	0.01	0.03	0.02	0.01	0.02	0.03	0.02	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS0B1535576	CXCR6	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	CCKBR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.082	0.01	0.0	0.02	0.01
CCKBR	P32239	False	GASR_HUMAN		CPI-SS0830AF8E6	CCKBR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.082	0.01	0.0	0.02	0.01
RORA	P35398	False	RORA_HUMAN		CPI-CS06A0713BD	RORA	0.23	0.16	0.19	0.42	0.26	0.37	0.06	0.11	0.17	0.34	0.38	0.36	0.32	0.22	0.41	0.367	0.37	0.3	0.34	0.09
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	RORA	0.23	0.16	0.19	0.42	0.26	0.37	0.06	0.11	0.17	0.34	0.38	0.36	0.32	0.22	0.41	0.367	0.37	0.3	0.34	0.09
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	RORA	0.23	0.16	0.19	0.42	0.26	0.37	0.06	0.11	0.17	0.34	0.38	0.36	0.32	0.22	0.41	0.367	0.37	0.3	0.34	0.09
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	RORA	0.23	0.16	0.19	0.42	0.26	0.37	0.06	0.11	0.17	0.34	0.38	0.36	0.32	0.22	0.41	0.367	0.37	0.3	0.34	0.09
RORC	P51449	False	RORG_HUMAN		CPI-CS0CDFC0C7D	RORC	0.0	0.0	0.0	0.01	0.0	0.05	0.0	0.0	0.01	0.28	0.35	0.32	0.39	0.21	0.33	0.02	0.17	0.08	0.13	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	RORC	0.0	0.0	0.0	0.01	0.0	0.05	0.0	0.0	0.01	0.28	0.35	0.32	0.39	0.21	0.33	0.02	0.17	0.08	0.13	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	RORC	0.0	0.0	0.0	0.01	0.0	0.05	0.0	0.0	0.01	0.28	0.35	0.32	0.39	0.21	0.33	0.02	0.17	0.08	0.13	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	RORC	0.0	0.0	0.0	0.01	0.0	0.05	0.0	0.0	0.01	0.28	0.35	0.32	0.39	0.21	0.33	0.02	0.17	0.08	0.13	0.0
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	NR1H2	0.33	0.19	0.06	0.19	0.32	0.23	0.24	0.26	0.2	0.46	0.6	0.41	0.49	0.34	0.57	0.388	0.5	0.36	0.56	0.03
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	NR1H3	0.13	0.04	0.07	0.21	0.22	0.03	0.14	0.01	0.12	0.05	0.12	0.05	0.04	0.06	0.06	0.082	0.12	0.05	0.16	0.0
SUSD2	Q9UGT4	False	SUSD2_HUMAN		CPI-SS045D94D48	SUSD2	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.1	0.13	0.02	0.03	0.01	0.01	0.03	0.05	0.0	0.01	0.0	0.0	0.01
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS0F62347D4	ADGRB3	0.0	0.0	0.0	0.03	0.06	0.0	0.0	0.02	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS035DE17DA	ADGRB3	0.0	0.0	0.0	0.03	0.06	0.0	0.0	0.02	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	C3AR1	0.0	0.0	0.0	0.0	0.01	0.01	0.39	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	C5AR2	0.0	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0.02	0.0	0.041	0.12	0.04	0.11	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	C5AR2	0.0	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0.02	0.0	0.041	0.12	0.04	0.11	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	C5AR2	0.0	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0.02	0.0	0.041	0.12	0.04	0.11	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	C5AR1	0.0	0.04	0.01	0.03	0.02	0.0	0.42	0.0	0.02	0.39	0.14	0.02	0.01	0.05	0.05	0.408	0.04	0.09	0.1	0.01
CRHR1	P34998	False	CRFR1_HUMAN		CPI-SS0A748917D	CRHR1	0.01	0.01	0.0	0.0	0.02	0.01	0.02	0.0	0.01	0.01	0.06	0.0	0.01	0.01	0.03	0.041	0.06	0.01	0.03	0.0
CRHR1	P34998	False	CRFR1_HUMAN		CPI-SS058394CAD	CRHR1	0.01	0.01	0.0	0.0	0.02	0.01	0.02	0.0	0.01	0.01	0.06	0.0	0.01	0.01	0.03	0.041	0.06	0.01	0.03	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0AB1F04A0	CSF1R	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS015162AFC	CSF1R	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	CSF3R	0.0	0.0	0.0	0.08	0.01	0.02	0.36	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS099F73A95	PPARA	0.05	0.12	0.05	0.26	0.19	0.09	0.09	0.13	0.07	0.15	0.29	0.21	0.18	0.19	0.28	0.143	0.34	0.33	0.23	0.02
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0F71EE8D0	PPARA	0.05	0.12	0.05	0.26	0.19	0.09	0.09	0.13	0.07	0.15	0.29	0.21	0.18	0.19	0.28	0.143	0.34	0.33	0.23	0.02
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0259A0EB4	PPARA	0.05	0.12	0.05	0.26	0.19	0.09	0.09	0.13	0.07	0.15	0.29	0.21	0.18	0.19	0.28	0.143	0.34	0.33	0.23	0.02
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS0D89E7C19	PPARD	0.03	0.09	0.03	0.11	0.11	0.06	0.14	0.01	0.07	0.1	0.11	0.15	0.29	0.2	0.23	0.122	0.3	0.25	0.27	0.02
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS06B596CD2	PPARD	0.03	0.09	0.03	0.11	0.11	0.06	0.14	0.01	0.07	0.1	0.11	0.15	0.29	0.2	0.23	0.122	0.3	0.25	0.27	0.02
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0412B081A	PPARG	0.08	0.09	0.01	0.02	0.0	0.02	0.05	0.01	0.02	0.03	0.12	0.27	0.21	0.08	0.25	0.122	0.47	0.16	0.36	0.04
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0917E42F5	PPARG	0.08	0.09	0.01	0.02	0.0	0.02	0.05	0.01	0.02	0.03	0.12	0.27	0.21	0.08	0.25	0.122	0.47	0.16	0.36	0.04
HHIP	Q96QV1	False	HHIP_HUMAN		CPI-SS07C846DEE	HHIP	0.0	0.0	0.0	0.04	0.16	0.02	0.0	0.01	0.01	0.0	0.02	0.01	0.01	0.0	0.03	0.0	0.01	0.0	0.04	0.0
HHIP	Q96QV1	False	HHIP_HUMAN		CPI-SS055233B99	HHIP	0.0	0.0	0.0	0.04	0.16	0.02	0.0	0.01	0.01	0.0	0.02	0.01	0.01	0.0	0.03	0.0	0.01	0.0	0.04	0.0
HHIP	Q96QV1	False	HHIP_HUMAN		CPI-SS0F7A89A4F	HHIP	0.0	0.0	0.0	0.04	0.16	0.02	0.0	0.01	0.01	0.0	0.02	0.01	0.01	0.0	0.03	0.0	0.01	0.0	0.04	0.0
PGR	P06401	False	PRGR_HUMAN		CPI-CS072C12EF4	PGR	0.07	0.01	0.15	0.56	0.78	0.21	0.17	0.06	0.27	0.72	0.78	0.2	0.13	0.36	0.69	0.755	0.85	0.61	0.93	0.14
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS0D8632EB4	EDNRA	0.05	0.03	0.18	0.49	0.49	0.08	0.09	0.29	0.43	0.04	0.03	0.02	0.04	0.03	0.0	0.102	0.02	0.0	0.03	0.15
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS056AA08CF	EDNRA	0.05	0.03	0.18	0.49	0.49	0.08	0.09	0.29	0.43	0.04	0.03	0.02	0.04	0.03	0.0	0.102	0.02	0.0	0.03	0.15
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS03D5CBF55	EDNRA	0.05	0.03	0.18	0.49	0.49	0.08	0.09	0.29	0.43	0.04	0.03	0.02	0.04	0.03	0.0	0.102	0.02	0.0	0.03	0.15
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS09B92F236	EDNRB	0.05	0.06	0.06	0.15	0.09	0.1	0.03	0.07	0.16	0.01	0.11	0.47	0.51	0.02	0.01	0.02	0.18	0.0	0.08	0.0
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS0CA5B3B8E	EDNRB	0.05	0.06	0.06	0.15	0.09	0.1	0.03	0.07	0.16	0.01	0.11	0.47	0.51	0.02	0.01	0.02	0.18	0.0	0.08	0.0
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS0696491A3	EDNRB	0.05	0.06	0.06	0.15	0.09	0.1	0.03	0.07	0.16	0.01	0.11	0.47	0.51	0.02	0.01	0.02	0.18	0.0	0.08	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	EPHA1	0.0	0.01	0.0	0.01	0.0	0.06	0.0	0.0	0.0	0.02	0.22	0.05	0.03	0.18	0.14	0.163	0.15	0.15	0.2	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0222DF7B4	EPHA1	0.0	0.01	0.0	0.01	0.0	0.06	0.0	0.0	0.0	0.02	0.22	0.05	0.03	0.18	0.14	0.163	0.15	0.15	0.2	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05BB5902B	EPHA1	0.0	0.01	0.0	0.01	0.0	0.06	0.0	0.0	0.0	0.02	0.22	0.05	0.03	0.18	0.14	0.163	0.15	0.15	0.2	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS04E33D0FB	EPHA1	0.0	0.01	0.0	0.01	0.0	0.06	0.0	0.0	0.0	0.02	0.22	0.05	0.03	0.18	0.14	0.163	0.15	0.15	0.2	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	EPHA2	0.17	0.16	0.03	0.1	0.08	0.12	0.08	0.01	0.12	0.52	0.64	0.73	0.76	0.72	0.81	0.673	0.73	0.92	0.82	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0CBCBBA83	EPHA2	0.17	0.16	0.03	0.1	0.08	0.12	0.08	0.01	0.12	0.52	0.64	0.73	0.76	0.72	0.81	0.673	0.73	0.92	0.82	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0475BE8ED	EPHA2	0.17	0.16	0.03	0.1	0.08	0.12	0.08	0.01	0.12	0.52	0.64	0.73	0.76	0.72	0.81	0.673	0.73	0.92	0.82	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09587DA63	EPHA2	0.17	0.16	0.03	0.1	0.08	0.12	0.08	0.01	0.12	0.52	0.64	0.73	0.76	0.72	0.81	0.673	0.73	0.92	0.82	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0087A3F67	EPHA2	0.17	0.16	0.03	0.1	0.08	0.12	0.08	0.01	0.12	0.52	0.64	0.73	0.76	0.72	0.81	0.673	0.73	0.92	0.82	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	EPHA3	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0EF309375	EPHA3	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0D1D8FF06	EPHA3	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C70ADA28	EPHA3	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS03446CB39	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS084B1ED25	EPHA4	0.18	0.28	0.0	0.03	0.0	0.04	0.01	0.01	0.05	0.01	0.07	0.03	0.01	0.13	0.03	0.082	0.02	0.04	0.05	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	EPHA5	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	EPHA5	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	EPHA5	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	EPHA5	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	EPHA7	0.01	0.0	0.0	0.02	0.03	0.02	0.0	0.0	0.02	0.01	0.03	0.03	0.03	0.04	0.07	0.061	0.16	0.05	0.09	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	EPHA7	0.01	0.0	0.0	0.02	0.03	0.02	0.0	0.0	0.02	0.01	0.03	0.03	0.03	0.04	0.07	0.061	0.16	0.05	0.09	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	EPHA7	0.01	0.0	0.0	0.02	0.03	0.02	0.0	0.0	0.02	0.01	0.03	0.03	0.03	0.04	0.07	0.061	0.16	0.05	0.09	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	EPHA7	0.01	0.0	0.0	0.02	0.03	0.02	0.0	0.0	0.02	0.01	0.03	0.03	0.03	0.04	0.07	0.061	0.16	0.05	0.09	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS068ACD209	EPHB2	0.0	0.01	0.0	0.0	0.0	0.0	0.1	0.0	0.01	0.03	0.02	0.0	0.05	0.04	0.06	0.0	0.04	0.11	0.09	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS06E797E50	EPHB2	0.0	0.01	0.0	0.0	0.0	0.0	0.1	0.0	0.01	0.03	0.02	0.0	0.05	0.04	0.06	0.0	0.04	0.11	0.09	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECC9DF3E	EPHB2	0.0	0.01	0.0	0.0	0.0	0.0	0.1	0.0	0.01	0.03	0.02	0.0	0.05	0.04	0.06	0.0	0.04	0.11	0.09	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECCB4382	EPHB2	0.0	0.01	0.0	0.0	0.0	0.0	0.1	0.0	0.01	0.03	0.02	0.0	0.05	0.04	0.06	0.0	0.04	0.11	0.09	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS03C7D1520	EPHB1	0.0	0.01	0.0	0.0	0.02	0.0	0.08	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	EPHB1	0.0	0.01	0.0	0.0	0.02	0.0	0.08	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0CE96B837	EPHB1	0.0	0.01	0.0	0.0	0.02	0.0	0.08	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0C2003B74	EPHB3	0.0	0.01	0.02	0.04	0.01	0.05	0.02	0.0	0.04	0.04	0.12	0.15	0.07	0.08	0.42	0.102	0.12	0.12	0.16	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	EPHB3	0.0	0.01	0.02	0.04	0.01	0.05	0.02	0.0	0.04	0.04	0.12	0.15	0.07	0.08	0.42	0.102	0.12	0.12	0.16	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS01BBAD475	EPHB3	0.0	0.01	0.02	0.04	0.01	0.05	0.02	0.0	0.04	0.04	0.12	0.15	0.07	0.08	0.42	0.102	0.12	0.12	0.16	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS09D9D6811	EPHB4	0.32	0.35	0.06	0.21	0.32	0.04	0.05	0.01	0.06	0.05	0.13	0.07	0.12	0.11	0.18	0.184	0.28	0.25	0.49	0.08
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	EPHB4	0.32	0.35	0.06	0.21	0.32	0.04	0.05	0.01	0.06	0.05	0.13	0.07	0.12	0.11	0.18	0.184	0.28	0.25	0.49	0.08
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F6AA700E	EPHB4	0.32	0.35	0.06	0.21	0.32	0.04	0.05	0.01	0.06	0.05	0.13	0.07	0.12	0.11	0.18	0.184	0.28	0.25	0.49	0.08
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS040D3C47C	EPHB6	0.01	0.0	0.01	0.19	0.19	0.07	0.06	0.16	0.31	0.08	0.2	0.02	0.04	0.1	0.18	0.061	0.15	0.11	0.18	0.02
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS05ABE6795	EPHB6	0.01	0.0	0.01	0.19	0.19	0.07	0.06	0.16	0.31	0.08	0.2	0.02	0.04	0.1	0.18	0.061	0.15	0.11	0.18	0.02
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0A39F4895	EPHB6	0.01	0.0	0.01	0.19	0.19	0.07	0.06	0.16	0.31	0.08	0.2	0.02	0.04	0.1	0.18	0.061	0.15	0.11	0.18	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS052119104	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0CC966B71	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS09947DDD9	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS004C23DCE	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS09B2ACA25	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07E5C3060	EGFR	0.06	0.04	0.22	0.29	0.51	0.07	0.09	0.11	0.17	0.27	0.47	0.37	0.32	0.35	0.48	0.449	0.51	0.62	0.61	0.02
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS05A6C9EC5	ERBB3	0.0	0.02	0.0	0.09	0.02	0.11	0.02	0.0	0.03	0.36	0.65	0.73	0.66	0.55	0.7	0.531	0.69	0.66	0.66	0.01
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS02B906C26	ERBB3	0.0	0.02	0.0	0.09	0.02	0.11	0.02	0.0	0.03	0.36	0.65	0.73	0.66	0.55	0.7	0.531	0.69	0.66	0.66	0.01
