gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC01450B2FA	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0B16C9C23	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0ACAF2735	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0CF47E58F	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC00F486A57	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0C78F642C	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC02BF19DCF	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC096C28605	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0BADC1C23	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0145A96BC	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0212DA3AE	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC08EE84AE8	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0DC1D35A7	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0A8308C2C	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0C4BEF4C8	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK1	P39086	True	GRIK1_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0EDF3084D	GRIK1	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC00A1F0EC7	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0AF0BFF2F	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC08C4BCAED	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0924D1237	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0918CCE56	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC007D5C2B3	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0A742EB85	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC047030A36	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC01ABA8B9E	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC007CF847B	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC05BFEA73C	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC07909859C	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC01450B2FA	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_1_4_complex	CPI-CC0B16C9C23	GRIK4	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0476711B8	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01959C6DB	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC052F5C918	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D02A5FE5	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0063E25BD	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0BF385067	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0E5063BA7	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC032282108	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC02F47F87C	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC05A802EBC	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D4DE23C7	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC00CFD9E84	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0ACDCA68F	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01CE8AC41	GRIK4	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0535DCAC1	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC08139357E	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B7463256	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0CA804C89	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC049F2ABCF	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C8B25F6D	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC02AA64371	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00FD66B07	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0E019A0C0	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0160048A0	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B6964744	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C33FB78E	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00939F2D1	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC02227FA06	GRIK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0ACAF2735	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0CF47E58F	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC00F486A57	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0C78F642C	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC02BF19DCF	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC096C28605	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0BADC1C23	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0145A96BC	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0212DA3AE	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC08EE84AE8	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0DC1D35A7	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0A8308C2C	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0C4BEF4C8	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0EDF3084D	GRIK5	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.004	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.008	0.012	0.006	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC04062A92F	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC01ABAB207	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0EAD8AFBF	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC033AC2E73	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E60351FF	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0DB5AB2C4	GRIK5	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.014	0.02	0.018	0.016	0.006	0.006	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.002	0.0	0.002	0.012	0.006	0.012	0.002
