gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0F4C33641	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS004BB0890	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS00B734C46	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS00061350E	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0975DD44D	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0EFE72F4B	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS09E87611A	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS083EC4342	GRM7	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.034	0.029	0.007	0.043	0.023	0.005	0.023	0.035	0.028	0.015
GRM8	O00222	False	GRM8_HUMAN		CPI-CS007F02C96	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS008F12179	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0BEF05FE2	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0B9E5E3DB	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS017089111	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS08910752E	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0279E4E92	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS00A95D069	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS01BC2C4FF	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0A14FBC54	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0A2EDD507	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0947C60AA	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0270ABC42	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0180815DB	GRM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.006	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0AE964947	AXL	0.032	0.017	0.053	0.016	0.014	0.085	0.006	0.038	0.113	0.008	0.12	0.089	0.004	0.022	0.845	1.139	0.013	0.075	1.014	0.518	1.825	0.543	1.523	1.496	0.962	0.645	1.515	0.933
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0BDA0E5E0	TYRO3	0.051	0.046	0.015	0.02	0.024	0.031	0.014	0.018	0.02	0.027	0.035	0.061	0.009	0.013	0.011	0.023	0.001	0.019	0.16	0.226	0.13	0.166	0.008	0.046	0.112	0.287	0.414	0.046
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0E9F23560	TYRO3	0.051	0.046	0.015	0.02	0.024	0.031	0.014	0.018	0.02	0.027	0.035	0.061	0.009	0.013	0.011	0.023	0.001	0.019	0.16	0.226	0.13	0.166	0.008	0.046	0.112	0.287	0.414	0.046
GPR39	O43194	False	GPR39_HUMAN		CPI-SS02AEB612C	GPR39	0.0	0.0	0.041	0.016	0.01	0.002	0.016	0.01	0.014	0.017	0.037	0.03	0.009	0.017	0.0	0.001	0.0	0.0	0.01	0.003	0.001	0.0	0.003	0.002	0.003	0.0	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	KIR3DL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.391	0.103	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	KIR3DL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.391	0.103	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	KIR3DL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	KIR3DL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	KIR2DL1	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	1.379	0.118	0.0	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	KIR2DL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	2.141	0.285	0.0	0.0	0.009	0.004	0.0	0.0	0.0	0.002	0.001	0.0
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	KLRC1	0.009	0.01	0.007	0.013	0.007	0.02	0.001	0.005	0.0	0.004	0.003	0.001	0.004	0.002	0.119	0.069	13.315	5.686	0.0	0.002	0.015	0.008	0.0	0.012	0.011	0.001	0.017	0.0
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	KLRC2	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.003	0.0	0.005	0.0	0.0	0.002	0.0	0.038	0.014	2.183	1.138	0.0	0.0	0.007	0.002	0.0	0.003	0.0	0.0	0.017	0.0
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	KLRK1	0.009	0.0	0.012	0.0	0.003	0.0	0.003	0.001	0.002	0.001	0.003	0.002	0.002	0.005	0.042	0.039	2.04	4.369	0.0	0.001	0.008	0.005	0.0	0.015	0.008	0.003	0.017	0.0
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS0F16EAEBB	VSIR	1.229	0.687	0.038	0.02	0.016	0.01	0.019	0.001	0.006	0.003	0.03	0.038	0.002	0.012	1.934	1.09	0.351	0.785	0.658	0.092	0.201	0.135	0.696	0.4	0.126	0.076	0.045	0.533
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS0436D5870	VSIR	1.229	0.687	0.038	0.02	0.016	0.01	0.019	0.001	0.006	0.003	0.03	0.038	0.002	0.012	1.934	1.09	0.351	0.785	0.658	0.092	0.201	0.135	0.696	0.4	0.126	0.076	0.045	0.533
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	LILRB1	0.002	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.885	0.759	0.264	0.01	0.0	0.0	0.003	0.003	0.0	0.0	0.001	0.0	0.003	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	LILRB2	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.405	0.736	0.0	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	LILRB2	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.405	0.736	0.0	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	IGF1R	0.533	0.329	1.312	0.958	0.532	0.123	0.768	1.521	0.944	0.961	0.728	0.825	0.82	0.826	0.075	0.073	0.051	0.156	0.276	0.304	0.879	0.301	0.266	0.466	0.418	0.358	1.012	0.362
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	IGF1R	0.533	0.329	1.312	0.958	0.532	0.123	0.768	1.521	0.944	0.961	0.728	0.825	0.82	0.826	0.075	0.073	0.051	0.156	0.276	0.304	0.879	0.301	0.266	0.466	0.418	0.358	1.012	0.362
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	IGF2R	0.543	0.546	0.311	0.387	0.334	0.093	0.385	0.225	0.464	0.338	0.41	0.303	0.237	0.425	0.413	0.42	0.813	0.465	0.599	0.604	0.409	0.513	0.509	0.408	0.729	0.574	0.806	0.458
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS099ACF7FB	TMEM219	1.444	1.436	1.406	1.349	1.168	2.604	0.941	1.441	0.755	1.383	1.009	0.921	1.513	0.927	1.248	1.304	0.805	0.698	1.159	0.993	0.649	0.578	0.79	0.826	0.929	1.013	1.06	0.607
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0E12A78EF	PTPRF	0.117	0.163	1.251	0.655	0.607	0.254	0.855	0.838	0.518	0.944	0.548	0.818	0.91	0.61	0.046	0.022	0.035	0.168	0.118	0.102	0.174	0.142	0.179	0.142	0.064	0.115	0.113	0.218
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0D8DC28C6	PTPRF	0.117	0.163	1.251	0.655	0.607	0.254	0.855	0.838	0.518	0.944	0.548	0.818	0.91	0.61	0.046	0.022	0.035	0.168	0.118	0.102	0.174	0.142	0.179	0.142	0.064	0.115	0.113	0.218
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS00373B59C	PTPRF	0.117	0.163	1.251	0.655	0.607	0.254	0.855	0.838	0.518	0.944	0.548	0.818	0.91	0.61	0.046	0.022	0.035	0.168	0.118	0.102	0.174	0.142	0.179	0.142	0.064	0.115	0.113	0.218
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0F023190B	PTPRF	0.117	0.163	1.251	0.655	0.607	0.254	0.855	0.838	0.518	0.944	0.548	0.818	0.91	0.61	0.046	0.022	0.035	0.168	0.118	0.102	0.174	0.142	0.179	0.142	0.064	0.115	0.113	0.218
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0CBB9D57D	PTPRF	0.117	0.163	1.251	0.655	0.607	0.254	0.855	0.838	0.518	0.944	0.548	0.818	0.91	0.61	0.046	0.022	0.035	0.168	0.118	0.102	0.174	0.142	0.179	0.142	0.064	0.115	0.113	0.218
TDGF1	P13385	False	TDGF1_HUMAN		CPI-SS0E9F84F1F	TDGF1	0.143	0.166	0.0	0.002	0.0	0.0	0.0	0.021	0.008	0.02	0.003	0.015	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.002	0.0	0.0
TDGF1	P13385	False	TDGF1_HUMAN		CPI-SS033A27302	TDGF1	0.143	0.166	0.0	0.002	0.0	0.0	0.0	0.021	0.008	0.02	0.003	0.015	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.002	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	KLRF1	0.018	0.004	0.004	0.008	0.008	0.02	0.008	0.007	0.0	0.006	0.006	0.0	0.008	0.007	0.016	0.01	0.52	1.183	0.016	0.0	0.004	0.0	0.0	0.001	0.004	0.002	0.008	0.0
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0E0D00210	PTPRD	0.002	0.02	0.011	0.015	0.003	0.006	0.01	0.008	0.013	0.01	0.004	0.01	0.09	0.012	0.005	0.002	0.003	0.01	0.129	0.294	0.046	0.19	0.014	0.246	0.268	0.41	0.37	0.08
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0FA9304CE	PTPRD	0.002	0.02	0.011	0.015	0.003	0.006	0.01	0.008	0.013	0.01	0.004	0.01	0.09	0.012	0.005	0.002	0.003	0.01	0.129	0.294	0.046	0.19	0.014	0.246	0.268	0.41	0.37	0.08
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS081E1A895	PTPRD	0.002	0.02	0.011	0.015	0.003	0.006	0.01	0.008	0.013	0.01	0.004	0.01	0.09	0.012	0.005	0.002	0.003	0.01	0.129	0.294	0.046	0.19	0.014	0.246	0.268	0.41	0.37	0.08
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS08069FE13	PTPRD	0.002	0.02	0.011	0.015	0.003	0.006	0.01	0.008	0.013	0.01	0.004	0.01	0.09	0.012	0.005	0.002	0.003	0.01	0.129	0.294	0.046	0.19	0.014	0.246	0.268	0.41	0.37	0.08
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS09B85D556	PTPRD	0.002	0.02	0.011	0.015	0.003	0.006	0.01	0.008	0.013	0.01	0.004	0.01	0.09	0.012	0.005	0.002	0.003	0.01	0.129	0.294	0.046	0.19	0.014	0.246	0.268	0.41	0.37	0.08
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0150916A7	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS048E474A5	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0215886EA	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0C1CAC8F7	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0891F5216	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS087E1C654	CYSLTR1	0.03	0.084	0.004	0.002	0.0	0.005	0.001	0.0	0.003	0.002	0.003	0.004	0.0	0.003	0.335	0.487	0.368	0.234	0.0	0.005	0.003	0.0	0.003	0.01	0.014	0.0	0.01	0.004
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS08225A985	CYSLTR2	0.0	0.0	0.001	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.138	0.061	0.118	0.136	0.025	0.001	0.001	0.0	0.163	0.002	0.037	0.0	0.001	0.004
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS058C0BB88	CYSLTR2	0.0	0.0	0.001	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.138	0.061	0.118	0.136	0.025	0.001	0.001	0.0	0.163	0.002	0.037	0.0	0.001	0.004
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS077A507B6	CYSLTR2	0.0	0.0	0.001	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.138	0.061	0.118	0.136	0.025	0.001	0.001	0.0	0.163	0.002	0.037	0.0	0.001	0.004
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS01FC3CF4D	CYSLTR2	0.0	0.0	0.001	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.138	0.061	0.118	0.136	0.025	0.001	0.001	0.0	0.163	0.002	0.037	0.0	0.001	0.004
LTB4R	Q15722	False	LT4R1_HUMAN		CPI-CS047D9C0D7	LTB4R	0.1	0.093	0.083	0.063	0.04	0.012	0.02	0.021	0.033	0.029	0.023	0.054	0.024	0.041	0.183	0.188	0.105	0.117	0.017	0.03	0.004	0.027	0.02	0.025	0.02	0.029	0.027	0.014
LTB4R	Q15722	False	LT4R1_HUMAN		CPI-CS0A5B6BD7A	LTB4R	0.1	0.093	0.083	0.063	0.04	0.012	0.02	0.021	0.033	0.029	0.023	0.054	0.024	0.041	0.183	0.188	0.105	0.117	0.017	0.03	0.004	0.027	0.02	0.025	0.02	0.029	0.027	0.014
LTB4R2	Q9NPC1	False	LT4R2_HUMAN		CPI-CS0F5B070C5	LTB4R2	0.033	0.01	0.019	0.009	0.005	0.013	0.004	0.0	0.001	0.001	0.001	0.055	0.008	0.003	0.0	0.003	0.004	0.016	0.03	0.01	0.001	0.001	0.015	0.0	0.0	0.003	0.006	0.0
LTB4R2	Q9NPC1	False	LT4R2_HUMAN		CPI-CS04A56D5BE	LTB4R2	0.033	0.01	0.019	0.009	0.005	0.013	0.004	0.0	0.001	0.001	0.001	0.055	0.008	0.003	0.0	0.003	0.004	0.016	0.03	0.01	0.001	0.001	0.015	0.0	0.0	0.003	0.006	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS02C509183	LTBR	0.944	0.755	0.316	0.496	0.454	0.579	0.36	0.421	0.321	0.477	0.439	0.218	0.583	0.45	0.482	0.53	0.007	0.063	1.039	0.58	0.485	0.596	1.274	0.454	0.65	0.405	0.624	0.632
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	LTBR	0.944	0.755	0.316	0.496	0.454	0.579	0.36	0.421	0.321	0.477	0.439	0.218	0.583	0.45	0.482	0.53	0.007	0.063	1.039	0.58	0.485	0.596	1.274	0.454	0.65	0.405	0.624	0.632
OXER1	Q8TDS5	False	OXER1_HUMAN		CPI-CS016CDFE07	OXER1	0.003	0.0	0.001	0.0	0.002	0.0	0.0	0.005	0.0	0.001	0.001	0.002	0.003	0.0	0.014	0.008	0.0	0.0	0.014	0.032	0.003	0.022	0.005	0.015	0.034	0.052	0.022	0.017
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0E4245B64	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS076F4624B	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS046661AE7	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0118D1B89	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS0D69D106B	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS056DF06D6	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0305C793D	ADGRE5	0.292	0.104	0.193	0.071	0.027	0.028	0.204	0.091	0.12	0.075	0.121	0.773	0.051	0.12	1.224	0.696	3.212	2.827	0.381	0.193	0.455	0.247	0.785	0.592	0.469	0.195	0.333	1.66
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	PTPRZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.003	0.0	0.0	0.0	0.005	0.005
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	PTPRZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.003	0.0	0.0	0.0	0.005	0.005
PVR	P15151	False	PVR_HUMAN		CPI-SS042FCC9BE	PVR	0.332	0.418	0.097	0.11	0.241	0.206	0.113	0.105	0.141	0.114	0.222	0.118	0.154	0.227	0.115	0.07	0.047	0.019	0.053	0.068	0.12	0.096	0.118	0.129	0.064	0.071	0.077	0.156
DCC	P43146	False	DCC_HUMAN		CPI-SS04F1CBF06	DCC	0.025	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0503D8A55	UNC5A	0.0	0.0	0.008	0.004	0.0	0.0	0.034	0.0	0.001	0.002	0.008	0.001	0.028	0.038	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.001	0.0
